Index,EAN,Internal ID,Stock,Price
875,1.15296E+12,44,70,432
876,5.46381E+12,72,112,216
877,1.83219E+12,36,176,864
878,6.11076E+12,7,272,341
879,9.81141E+12,80,114,818
880,3.21736E+12,38,194,248
881,9.77726E+12,61,339,541
882,7.81497E+12,73,913,291
883,3.81321E+12,97,340,255
884,3.03523E+12,54,90,740
885,4.19329E+11,52,629,227
886,6.42806E+12,27,829,806
887,8.93098E+12,5,822,280
888,7.22751E+12,55,998,421
889,8.79671E+12,37,630,232
890,5.46345E+12,19,432,450
891,5.4419E+12,17,695,460
892,2.52414E+12,16,61,113
893,8.31682E+12,63,56,232
894,5.05939E+12,96,582,648
895,9.43914E+12,32,257,978
896,33818778403,78,890,387
897,7.3806E+12,10,678,163
898,1.56892E+12,50,442,274
899,6.08178E+12,77,797,614
900,7.87442E+12,37,652,616
901,5.64865E+12,33,653,268
902,8.74944E+12,65,71,559
903,9.79539E+12,80,356,115
904,2.57119E+12,55,114,792
905,9.84415E+12,1,3,477
906,7.30724E+12,44,745,11
907,4.52024E+12,98,622,388
908,5.69444E+12,73,309,449
909,1.6414E+12,1,613,893
910,81410126542,45,994,725
911,9.58858E+12,24,662,877
912,9.66946E+12,17,524,270
913,6.40718E+12,23,287,355
914,4.96177E+12,79,684,237
915,8.26151E+12,1,719,155
916,4.53593E+12,29,475,727
917,3.71683E+12,18,811,922
918,3.3365E+11,24,307,815
919,3.28669E+12,4,714,276
920,6.70864E+12,60,769,881
921,8.32403E+12,97,434,867
922,7.35957E+12,94,4,468
923,1.62516E+12,70,742,546
924,3.43346E+12,38,725,860
925,8.10966E+12,9,804,60
926,3.74025E+12,83,628,762
927,6.99432E+12,56,515,607
928,2.0526E+12,49,411,697
929,3.73472E+12,17,17,402
930,7.65337E+12,13,926,366
931,7.59569E+12,38,157,612
932,6.91113E+12,20,786,644
933,1.73098E+12,36,489,720
934,8.59066E+12,54,322,800
935,5.89993E+12,24,711,413
936,1.32045E+12,71,212,316
937,8.2246E+12,44,375,568
938,3.54706E+12,36,820,366
939,9.25882E+12,59,514,532
940,6.26115E+11,19,191,446
941,9.52173E+12,78,631,354
942,3.90005E+12,72,972,162
943,2.36245E+12,46,676,589
944,4.9402E+12,79,485,474
945,5.66439E+12,43,982,694
946,4.78329E+12,52,472,297
947,7.10049E+11,37,581,563
948,5.09469E+12,99,536,24
949,4.41925E+12,60,9,89
950,1.04034E+12,39,983,885
951,2.45266E+12,48,123,82
952,4.03235E+12,47,519,476
953,7.61098E+12,98,908,705
954,5.75444E+12,7,39,75
955,3.62294E+12,96,370,603
956,5.37508E+12,18,721,270
957,5.88111E+12,70,814,814
958,2.70147E+12,25,945,118
959,1.31372E+12,10,189,423
960,4.36895E+11,14,980,14
961,5.03618E+12,4,147,22
962,5.48601E+12,78,26,207
963,2.9607E+12,76,83,24
964,1.25202E+12,39,420,317
965,8.08399E+12,77,64,347
966,4.84192E+12,2,446,989
967,7.9225E+11,45,90,359
968,1.89737E+12,45,559,489
969,2.2156E+12,19,382,592
970,2.03194E+12,12,947,602
971,7.63972E+12,28,771,763
972,6.42693E+12,98,205,64
973,5.67604E+11,2,220,932
974,9.71386E+12,29,781,58
975,7.99429E+12,47,138,282
976,4.64323E+12,27,683,577
977,9.86582E+12,28,714,602
978,5.85477E+12,9,517,20
979,9.79848E+12,72,241,989
980,2.9982E+12,24,809,122
981,5.93732E+12,33,13,980
982,7.93333E+12,81,576,423
983,3.95905E+12,20,254,617
984,9.65153E+12,86,466,762
985,5.28797E+12,1,349,64
986,6.72956E+12,23,19,143
987,4.79381E+12,22,284,167
988,1.54765E+12,47,820,189
989,8.73699E+12,93,967,478
990,9.95095E+11,87,438,986
991,6.89795E+12,27,687,100
992,2.5454E+12,65,855,504
993,1.00785E+12,29,766,608
994,1.70409E+11,37,856,471
995,2.74635E+12,31,666,212
996,1.35523E+12,97,924,125
997,8.60249E+12,49,857,290
998,6.60581E+12,63,982,242
999,2.45473E+12,36,725,375
1000,1.32127E+12,60,809,397
1001,5.03722E+12,84,138,509
1002,3.34269E+12,45,792,343
1003,6.37707E+12,14,246,746
1004,6.01579E+12,99,827,331
1005,8.58958E+12,72,654,624
1006,2.00965E+12,50,438,458
1007,4.91819E+12,99,847,241
1008,8.41198E+12,44,624,148
1009,3.39794E+12,6,707,946
1010,1.21867E+12,71,79,477
1011,9.4614E+12,17,788,308
1012,9.38275E+11,49,329,517
1013,1.79309E+12,10,268,926
1014,3.50867E+11,50,396,222
1015,22637766906,99,184,208
1016,8.50867E+12,24,53,800
1017,5.83999E+12,37,210,622
1018,5.00366E+12,84,590,11
1019,4.49719E+12,66,185,122
1020,2.40271E+12,30,249,795
1021,1.77616E+12,78,743,480
1022,5.73275E+12,5,303,210
1023,9.5214E+12,23,928,296
1024,7.18883E+12,30,120,105
1025,2.15995E+12,54,924,692
1026,5.98333E+12,20,125,274
1027,9.86122E+12,25,786,677
1028,4.79421E+12,43,235,383
1029,4.1148E+12,37,260,719
1030,7.85539E+12,49,640,364
1031,6.64982E+12,95,969,65
1032,6.73677E+12,92,215,609
1033,8.63637E+11,28,120,607
1034,4.13501E+12,84,106,236
1035,3.00742E+12,3,1,265
1036,1.55172E+12,47,116,840
1037,1.29947E+12,37,851,41
1038,3.84922E+12,60,427,309
1039,9.53491E+12,14,456,95
1040,8.18474E+12,8,971,52
1041,2.93161E+12,24,45,989
1042,9.29009E+11,31,500,39
1043,5.13332E+12,62,737,17
1044,5.74936E+12,6,474,587
1045,7.73842E+12,69,503,541
1046,1.74331E+12,72,872,49
1047,6.04674E+12,30,253,271
1048,8.50222E+12,34,556,643
1049,8.71417E+12,45,475,202
1050,6.47331E+12,22,5,342
1051,5.95924E+11,74,657,865
1052,3.07725E+12,44,377,86
1053,2.22924E+12,59,73,117
1054,1.66111E+12,93,285,449
1055,6.41047E+12,74,302,348
1056,3.67893E+12,50,108,730
1057,8.23061E+12,49,141,813
1058,3.29225E+12,24,207,692
1059,5.88001E+12,50,36,365
1060,1.34716E+12,72,492,820
1061,2.41483E+12,18,761,190
1062,2.4199E+12,66,401,317
1063,6.45749E+11,47,628,717
1064,4.44816E+12,46,312,824
1065,3.63686E+12,33,772,828
1066,3.49054E+12,49,132,549
1067,1.53678E+12,86,458,808
1068,5.18827E+12,47,814,93
1069,9.48141E+12,25,974,486
1070,7.17761E+12,85,848,813
1071,4.83243E+12,57,311,502
1072,2.99078E+12,61,662,790
1073,8.07709E+12,53,137,561
1074,1.29569E+12,79,340,692
1075,1.48759E+12,56,953,784
1076,7.05482E+12,66,251,868
1077,7.11567E+12,87,734,405
1078,1.98372E+12,12,416,836
1079,4.39864E+12,67,105,72
1080,4.68946E+12,61,563,921
1081,9.48114E+12,23,956,472
1082,8.73078E+11,81,74,614
1083,1.67273E+12,7,858,447
1084,9.201E+12,74,185,104
1085,3.64424E+11,40,129,133
1086,9.62329E+12,66,146,355
1087,3.21412E+12,60,415,27
1088,9.81157E+12,92,357,4
1089,8.93562E+12,23,768,885
1090,6.58065E+11,98,873,805
1091,3.89036E+12,98,115,320
1092,1.65214E+12,9,838,664
1093,1.38218E+12,31,726,60
1094,8.6294E+12,70,492,972
1095,1.40952E+12,8,422,189
1096,2.78278E+12,49,783,861
1097,6.97155E+12,97,153,575
1098,4.6003E+12,19,887,97
1099,4.84181E+12,1,443,788
1100,1.31903E+12,65,438,990
1101,5.9552E+12,67,340,353
1102,6.79515E+12,40,167,182
1103,8.7819E+12,8,310,634
1104,9.90002E+12,12,443,897
1105,4.5919E+12,94,921,276
1106,3.56026E+12,92,596,245
1107,7.91772E+12,88,237,402
1108,4.93105E+12,24,523,273
1109,1.21406E+12,67,185,975
1110,3.91639E+12,68,839,417
1111,7.56183E+12,83,368,779
1112,3.88189E+12,86,775,133
1113,5.5165E+12,43,417,135
1114,3.66822E+12,76,977,522
1115,9.01549E+12,91,168,218
1116,8.93349E+12,72,492,434
1117,8.39871E+12,90,340,16
1118,2.82129E+12,60,372,752
1119,1.31294E+12,12,538,246
1120,7.52799E+12,25,279,284
1121,3.23129E+12,40,890,801
1122,9.59121E+12,35,243,154
1123,5.47773E+12,69,771,508
1124,8.23633E+12,55,279,22
1125,7.50572E+12,28,383,867
1126,8.05522E+12,8,233,417
1127,2.27512E+12,57,506,685
1128,8.98233E+12,1,581,140
1129,16892555795,82,42,294
1130,4.67287E+12,67,506,870
1131,2.61595E+12,52,289,39
1132,7.01478E+12,14,584,89
1133,9.83504E+12,28,31,502
1134,7.95197E+12,54,179,394
1135,6.53896E+12,81,432,45
1136,8.31269E+12,81,461,647
1137,1.53765E+12,12,264,851
1138,6.75388E+12,43,755,855
1139,5.93251E+12,31,915,492
1140,3.77885E+12,63,362,282
1141,6.15232E+12,11,910,359
1142,5.63699E+12,71,45,773
1143,8.76084E+12,38,6,907
1144,5.96362E+12,71,845,28
1145,1.43796E+12,67,806,523
1146,5.98552E+12,90,405,911
1147,6.6346E+12,86,103,314
1148,9.01321E+12,18,649,266
1149,6.3466E+12,36,741,196
1150,2.16457E+12,21,172,117
1151,1.22013E+12,99,700,469
1152,4.73734E+12,97,214,490
1153,1.07681E+12,66,67,778
1154,2.04548E+12,54,416,671
1155,5.36712E+12,66,914,238
1156,6.62257E+12,14,903,488
1157,4.14193E+12,77,712,30
1158,7.09489E+12,97,332,420
1159,5.27045E+11,84,263,109
1160,2.2768E+12,18,528,208
1161,6.37602E+12,10,446,302
1162,2.35167E+11,27,470,819
1163,5.79249E+12,64,242,418
1164,4.15682E+12,13,563,841
1165,5.68446E+12,71,838,748
1166,9.13892E+12,46,547,702
1167,1.05819E+12,69,556,516
1168,5.94129E+12,31,882,959
1169,1.93338E+12,32,897,135
1170,2.72389E+12,99,159,533
1171,2.31218E+12,72,337,928
1172,5.40773E+12,89,828,766
1173,4.05261E+12,20,636,150
1174,4.55311E+12,83,243,913
1175,6.69409E+11,81,885,851
1176,8.2108E+12,36,758,873
1177,5.81916E+12,71,581,673
1178,2.97889E+12,3,862,441
1179,8.34518E+12,95,97,957
1180,4.32171E+12,38,196,290
1181,6.5321E+12,68,377,828
1182,2.72869E+12,89,448,319
1183,9.26399E+12,26,296,757
1184,95710488125,77,46,966
1185,4.51825E+12,16,62,732
1186,6.84186E+12,10,136,32
1187,5.43816E+12,19,158,793
1188,7.75819E+12,15,878,383
1189,9.97564E+12,60,84,22
1190,6.18573E+12,36,703,629
1191,5.77063E+12,75,760,689
1192,3.19355E+12,78,96,59
1193,1.78299E+12,68,606,685
1194,1.27979E+12,77,505,733
1195,2.01987E+12,76,507,794
1196,7.71252E+12,93,416,193
1197,3.20557E+12,53,729,631
1198,2.87154E+12,26,232,414
1199,8.61374E+12,82,480,536
1200,9.44502E+12,75,68,69
1201,9.32458E+11,92,346,826
1202,8.87443E+12,68,269,750
1203,7.0557E+12,1,868,729
1204,1.36983E+12,80,993,189
1205,3.1651E+12,33,214,950
1206,8.62157E+12,83,111,799
1207,7.73894E+12,87,702,974
1208,3.17188E+12,6,259,464
1209,6.03609E+12,8,500,418
1210,4.55228E+12,33,958,204
1211,1.63721E+12,49,487,798
1212,6.16359E+12,91,77,783
1213,6.22862E+12,45,45,391
1214,2.10858E+12,43,24,231
1215,9.03433E+12,17,909,565
1216,1.81903E+12,42,954,810
1217,4.95068E+12,38,285,467
1218,6.20455E+12,87,135,911
1219,7.23432E+12,17,132,464
1220,6.11141E+12,54,764,669
1221,5.52436E+12,34,776,477
1222,8.39937E+12,31,266,352
1223,1.17989E+12,80,903,917
1224,7.91445E+11,94,898,375
1225,2.73977E+12,97,177,926
1226,4.81219E+12,90,662,650
1227,1.66731E+12,58,17,413
1228,4.86133E+12,86,793,583
1229,1.04392E+12,75,802,471
1230,3.13922E+12,99,525,938
1231,7.30851E+12,60,431,221
1232,4.12797E+12,29,63,326
1233,9.56826E+12,83,541,627
1234,1.76224E+12,3,631,911
1235,4.97689E+12,92,810,13
1236,3.12515E+12,80,488,774
1237,2.23542E+12,86,74,6
1238,7.02794E+12,53,621,523
1239,9.27964E+12,68,720,894
1240,2.95141E+12,36,181,892
1241,4.93161E+12,11,177,342
1242,9.86613E+12,17,869,22
1243,6.43944E+12,74,989,844
1244,5.28646E+11,19,33,976
1245,1.49018E+12,5,336,495
1246,7.04304E+12,47,743,411
1247,1.9559E+12,10,358,934
1248,5.98495E+12,71,839,363
1249,5.73236E+11,90,310,124
1250,3.52449E+12,39,197,411
1251,9.90238E+12,99,531,129
1252,2.59168E+12,52,6,135
1253,1.82003E+12,73,290,483
1254,7.10333E+12,86,667,304
1255,4.57143E+12,57,320,995
1256,8.21464E+12,24,300,851
1257,8.42377E+12,19,323,333
1258,6.83334E+12,23,223,561
1259,3.05018E+12,33,730,897
1260,9.22505E+12,89,366,935
1261,9.28569E+12,77,15,499
1262,2.01724E+12,2,264,946
1263,3.38219E+12,13,277,602
1264,2.21543E+12,98,808,672
1265,5.10963E+12,97,800,950
1266,1.66931E+12,10,593,634
1267,3.93293E+12,74,462,260
1268,5.90605E+11,99,245,417
1269,5.62845E+12,19,713,925
1270,1.7084E+12,95,237,952
1271,6.84571E+12,41,463,971
1272,1.67466E+12,25,804,827
1273,5.96497E+12,50,855,205
1274,2.50202E+12,65,678,563
1275,2.57727E+12,33,302,498
1276,1.64755E+12,46,921,831
1277,9.41793E+12,12,959,555
1278,9.17178E+12,36,506,617
1279,1.31688E+12,70,711,32
1280,1.24536E+11,91,381,610
1281,4.7118E+12,4,33,735
1282,3.73187E+12,90,803,323
1283,6.56758E+12,90,963,461
1284,2.17499E+12,26,919,80
1285,1.29635E+11,80,596,192
1286,2.34699E+12,39,340,361
1287,2.65795E+12,84,271,100
1288,3.84015E+12,28,627,600
1289,7.45247E+12,60,491,121
1290,3.16056E+11,47,471,559
1291,4.5941E+12,77,578,454
1292,9.10936E+12,69,117,63
1293,1.82619E+12,55,879,594
1294,8.30802E+12,67,118,120
1295,6.90855E+12,71,721,158
1296,1.46692E+12,73,860,532
1297,2.89495E+12,42,328,383
1298,5.95163E+12,76,642,700
1299,6.94311E+12,62,865,484
1300,1.88419E+12,23,131,333
1301,2.67393E+12,90,367,210
1302,3.57524E+12,59,780,233
1303,2.79497E+11,63,433,498
1304,8.70487E+12,9,132,315
1305,8.79963E+12,77,888,775
1306,5999794664,69,737,168
1307,1.16296E+11,28,348,795
1308,1.9964E+12,39,617,433
1309,5.53478E+12,84,183,583
1310,2.67717E+12,3,388,746
1311,4.05189E+12,37,976,804
1312,8.609E+12,55,429,472
1313,2.50641E+12,66,109,424
1314,5.10497E+12,44,238,905
1315,6.8309E+12,50,328,73
1316,1.02568E+12,5,788,693
1317,9.43712E+12,77,405,366
1318,1.68067E+12,17,189,106
1319,5.27145E+12,44,417,982
1320,8.76522E+12,90,349,542
1321,4.90149E+12,49,348,214
1322,9.57639E+12,72,649,395
1323,1.64291E+12,60,591,644
1324,3.38402E+12,84,289,213
1325,3.87502E+12,21,928,381
1326,1.28626E+12,29,621,274
1327,6.40329E+12,39,792,94
1328,5.77148E+12,22,182,344
1329,1.00804E+11,18,351,810
1330,5.25165E+12,59,127,757
1331,1.17825E+12,73,972,402
1332,5.99932E+12,83,309,553
1333,2.65866E+12,39,664,55
1334,8.02648E+12,76,810,855
1335,7.21343E+11,59,265,637
1336,5.76709E+12,26,443,434
1337,1.11354E+12,27,619,487
1338,9.83908E+12,3,605,196
1339,8.92113E+12,9,411,245
1340,5.94737E+12,37,483,611
1341,1.40377E+12,34,444,334
1342,6.13348E+12,26,365,173
1343,3.10975E+12,31,439,749
1344,6.34652E+11,77,974,833
1345,2.22744E+12,31,332,307
1346,4.97896E+12,6,39,971
1347,1.05426E+12,79,563,427
1348,1.88332E+12,14,356,871
1349,2.14291E+12,5,26,871
1350,9.61588E+12,68,553,970
1351,1.13629E+12,68,23,704
1352,7.67913E+12,94,212,638
1353,5.14833E+12,77,709,616
1354,2.89283E+12,64,840,613
1355,8.29979E+12,85,805,897
1356,9.29555E+12,50,887,325
1357,8.82723E+12,48,401,870
1358,8.02945E+12,76,33,94
1359,6.77066E+12,31,526,910
1360,4.57422E+12,60,577,501
1361,4.7489E+12,80,269,572
1362,9.3742E+12,93,984,871
1363,9.20903E+12,75,185,123
1364,3.46716E+12,30,673,149
1365,9.47003E+12,70,418,553
1366,1.5153E+12,82,449,172
1367,3.29674E+12,24,553,476
1368,2.43188E+12,21,832,707
1369,2.45641E+12,76,25,472
1370,4.78048E+12,37,837,79
1371,4.62608E+12,47,46,680
1372,7.38441E+12,61,75,577
1373,9.66459E+11,16,668,156
1374,9.44211E+12,36,796,660
1375,3.06987E+12,9,896,265
1376,7.5825E+12,15,518,529
1377,6.59847E+12,4,987,812
1378,5.16862E+11,52,305,651
1379,3.16665E+12,92,651,244
1380,2.53432E+12,92,566,817
1381,7.64327E+12,11,533,323
1382,1.77726E+12,32,837,376
1383,3.38578E+12,23,277,779
1384,3.9906E+12,69,11,664
1385,2.42204E+12,55,222,449
1386,5.79668E+12,94,293,987
1387,6.22611E+12,42,959,124
1388,3.77377E+12,51,703,951
1389,6.94048E+12,19,721,549
1390,7.17441E+12,71,394,289
1391,4.92405E+12,42,432,707
1392,5.03793E+12,4,647,488
1393,8.80185E+11,75,612,411
1394,1.90119E+11,33,183,453
1395,6.72467E+12,95,230,734
1396,9.06565E+12,92,507,237
1397,9.35204E+12,22,116,776
1398,7.37658E+12,95,393,792
1399,8.2827E+12,54,811,701
1400,4.2731E+12,98,780,827
1401,7.43035E+12,58,685,665
1402,5.20835E+12,6,942,795
1403,4.27472E+12,5,168,153
1404,4.82208E+12,61,123,692
1405,9.32104E+12,34,303,887
1406,3.02357E+12,79,367,25
1407,3.43118E+12,70,332,219
1408,5.69008E+12,48,386,303
1409,8.29795E+12,75,176,816
1410,6.23109E+12,59,544,568
1411,2.65067E+12,61,760,59
1412,7.79964E+12,30,49,21
1413,9.67079E+12,14,772,34
1414,2.71606E+12,79,568,82
1415,6.53226E+12,71,340,90
1416,6.92236E+12,8,34,1
1417,3.97627E+12,39,408,111
1418,7.9386E+11,79,916,741
1419,2.96066E+12,6,17,109
1420,7.97494E+11,71,586,37
1421,2.41263E+12,89,205,742
1422,1.02146E+12,31,970,641
1423,7.31796E+12,7,953,97
1424,5.61784E+12,36,477,8
1425,4.58965E+12,99,421,988
1426,1.48985E+12,89,1,219
1427,3.33332E+12,17,456,788
1428,7.92626E+12,3,623,928
1429,2.3886E+12,31,889,906
1430,7.98213E+12,43,388,630
1431,1.35594E+12,7,860,282
1432,8.54725E+12,69,422,467
1433,1.0363E+12,12,2,800
1434,6.28035E+12,82,634,502
1435,8.27187E+11,35,337,930
1436,9.26274E+12,41,688,63
1437,3.64698E+12,62,22,86
1438,6.11491E+12,67,153,608
1439,1.7474E+12,80,769,645
1440,9.13064E+12,38,670,587
1441,6.02754E+12,26,134,72
1442,4.74333E+11,67,73,392
1443,2.33E+12,9,629,169
1444,8.15325E+12,41,956,822
1445,5.07371E+12,83,269,246
1446,3.50327E+12,67,991,329
1447,7.97021E+12,79,121,948
1448,5.0744E+12,38,292,554
1449,3.24254E+12,7,498,348
1450,2.46576E+12,33,512,712
1451,3.92019E+12,83,733,130
1452,9.43154E+12,31,150,234
1453,6.85579E+12,99,732,39
1454,3.89302E+12,2,76,768
1455,5.39635E+12,62,726,713
1456,5.35278E+12,2,816,845
1457,9.74383E+12,88,48,743
1458,3.35698E+11,68,908,272
1459,7.80639E+12,66,386,614
1460,6.48872E+12,92,960,774
1461,2.05926E+12,48,768,682
1462,6.99156E+12,38,837,629
1463,8.89064E+12,64,422,27
1464,3.66644E+12,99,100,557
1465,6.57751E+12,73,964,426
1466,4.89531E+11,60,916,836
1467,5.30992E+12,71,761,21
1468,5.94545E+12,18,747,48
1469,7.84469E+12,57,754,664
1470,5.17592E+11,25,996,134
1471,9.98137E+12,63,686,692
1472,6.73286E+12,90,489,926
1473,5.75922E+12,52,246,509
1474,5.44347E+12,14,6,649
1475,51467653988,28,197,434
1476,7.01416E+12,80,665,14
1477,1.54696E+12,67,26,628
1478,4.10335E+11,31,718,945
1479,1.75464E+12,58,704,393
1480,9.60468E+12,13,445,950
1481,3.08102E+11,40,909,222
1482,7.40765E+12,13,16,457
1483,4.82558E+12,47,849,330
1484,3.36682E+12,84,614,78
1485,4.95589E+12,4,285,369
1486,1.44629E+12,87,987,286
1487,1.61408E+12,82,243,744
1488,4.24709E+12,14,945,58
1489,9.47083E+12,95,783,43
1490,6.5322E+12,29,559,923
1491,6.77438E+12,73,537,252
1492,8.13467E+12,9,138,935
1493,9.28403E+12,4,27,166
1494,4.05111E+12,77,505,189
1495,5.65046E+12,66,271,49
1496,6.52062E+12,42,627,795
1497,5.60457E+12,68,146,613
1498,7.916E+12,55,640,752
1499,4.89363E+12,18,54,2
1500,6.5077E+11,92,631,731
1501,2.56464E+12,47,772,272
1502,4.97094E+12,5,137,931
1503,8.79339E+12,11,88,353
1504,4.93024E+12,33,38,646
1505,1.15847E+12,99,298,549
1506,3.96904E+12,65,107,778
1507,2.3738E+12,85,863,607
1508,6047716317,26,525,535
1509,7.62195E+12,75,54,241
1510,2.30621E+12,34,774,220
1511,9.58196E+12,61,120,699
1512,2.65458E+12,63,591,544
1513,3.34349E+12,7,198,141
1514,1.57149E+12,4,989,275
1515,3.8996E+12,1,323,307
1516,4.50055E+12,11,263,78
1517,9.17718E+12,66,72,177
1518,9.77786E+12,64,691,75
1519,8.41459E+11,18,284,325
1520,3.06469E+12,2,880,462
1521,1.05775E+12,34,8,278
1522,3.72403E+11,47,136,71
1523,6.41031E+12,75,154,793
1524,8.9306E+12,57,924,853
1525,72415273126,58,324,181
1526,4.5707E+12,41,954,708
1527,4.75267E+12,40,962,700
1528,1.05561E+12,15,595,17
1529,2.73278E+12,62,800,890
1530,2.2842E+12,83,553,902
1531,8.98601E+12,93,135,685
1532,2.07133E+12,29,470,398
1533,4.72075E+12,79,818,434
1534,7.62319E+12,11,398,320
1535,4.05211E+11,94,103,195
1536,6.18465E+12,12,819,895
1537,3.17384E+12,47,622,923
1538,7.28927E+12,9,472,712
1539,6.23492E+12,86,647,89
1540,4.14118E+12,48,811,164
1541,9.61297E+12,30,695,312
1542,2.2815E+12,91,974,354
1543,60243603413,98,2,44
1544,2.78829E+12,76,754,981
1545,3.20449E+12,47,656,732
1546,2.38199E+12,56,569,434
1547,5.34606E+12,34,534,705
1548,1.50469E+12,53,436,371
1549,2.24164E+12,28,534,206
1550,7.7116E+12,41,190,848
1551,9.19744E+12,45,377,705
1552,2.3765E+12,43,942,835
1553,2.10316E+11,72,187,915
1554,1.56256E+11,29,369,71
1555,5.30525E+12,45,268,248
1556,7.50602E+11,70,775,167
1557,4.52389E+12,36,640,926
1558,8.58221E+12,88,896,723
1559,2.63085E+12,72,787,630
1560,5.66333E+12,70,850,428
1561,6.71035E+12,76,455,343
1562,1.84239E+12,40,178,858
1563,7.81182E+12,32,794,748
1564,3.86337E+12,92,100,786
1565,5.06745E+12,63,643,172
1566,8.36036E+12,97,43,573
1567,1.83112E+12,56,521,718
1568,7.23359E+12,35,487,388
1569,7.48985E+12,88,378,704
1570,8.48514E+12,38,512,311
1571,3.52684E+12,3,909,312
1572,1.98734E+11,33,699,386
1573,3.12769E+12,41,538,300
1574,8.13595E+12,20,676,64
1575,1.36787E+12,83,473,545
1576,3.74771E+12,61,583,511
1577,8.65113E+12,39,245,382
1578,7.27235E+12,36,496,536
1579,6.33408E+12,63,800,632
1580,9.09371E+12,84,520,409
1581,4.68732E+12,14,132,623
1582,5.22159E+12,80,379,661
1583,4.88037E+12,17,924,231
1584,7.93228E+12,86,340,604
1585,2.76951E+12,62,928,472
1586,4.98656E+12,67,745,15
1587,9.94543E+12,31,56,5
1588,8.39867E+12,83,922,281
1589,7.00346E+12,86,481,658
1590,7.14743E+12,24,267,623
1591,8.85873E+12,21,845,607
1592,7.97373E+12,44,14,559
1593,5.66462E+12,98,810,719
1594,2.14933E+11,64,133,922
1595,8.02518E+12,12,226,662
1596,7.6612E+12,72,55,405
1597,3.36542E+12,75,949,318
1598,3.67005E+12,65,130,202
1599,6.40334E+12,60,551,408
1600,1.70648E+12,29,614,262
1601,1.23815E+12,70,517,741
1602,2.18798E+12,36,775,961
1603,9.07991E+12,20,791,763
1604,8.5222E+12,20,52,515
1605,2.47635E+12,97,585,831
1606,7.97688E+12,72,85,186
1607,3.67436E+12,43,150,489
1608,5.86352E+12,69,990,780
1609,5.31736E+12,53,947,303
1610,9.89889E+12,30,584,758
1611,2.33988E+12,91,869,368
1612,9.9209E+12,58,955,389
1613,1.81108E+12,95,420,589
1614,7.67198E+12,4,129,186
1615,9.58225E+12,81,865,429
1616,6.20706E+12,30,638,441
1617,9.51673E+11,65,977,737
1618,4.80537E+12,65,679,242
1619,7.91564E+12,57,889,17
1620,6.29226E+12,90,383,261
1621,4.46815E+12,58,726,779
1622,9.52776E+12,14,510,760
1623,7.65433E+12,3,313,811
1624,6.25471E+12,77,766,992
1625,4.51599E+12,13,995,298
1626,8.02478E+12,55,597,996
1627,9.33794E+12,94,231,764
1628,5.22961E+12,21,450,793
1629,9.75324E+12,92,329,527
1630,3.0329E+12,44,813,549
1631,4.07754E+12,14,627,872
1632,7.9223E+12,23,344,203
1633,2.77624E+12,21,89,308
1634,8.1285E+12,63,839,464
1635,8.05862E+12,83,984,188
1636,8.96345E+12,22,770,255
1637,8.21838E+12,85,352,833
1638,3.7336E+12,63,911,239
1639,4.4782E+12,90,631,346
1640,1.06555E+11,88,329,240
1641,71121030641,21,473,294
1642,5.14674E+12,90,419,886
1643,6.25052E+12,82,222,425
1644,5.85522E+12,32,541,86
1645,3.52906E+12,97,177,74
1646,8.81287E+12,57,983,500
1647,6.76596E+12,93,633,108
1648,3.33574E+12,99,139,235
1649,5.37095E+12,56,688,778
1650,3.60347E+12,36,442,100
1651,2.80295E+12,36,339,116
1652,7.97675E+12,61,347,408
1653,2.32119E+12,31,240,86
1654,2.7982E+12,37,70,989
1655,6.35925E+12,67,930,335
1656,1.09827E+12,44,332,208
1657,2.03725E+12,75,928,804
1658,6.81731E+11,48,742,309
1659,3.92803E+12,92,465,774
1660,8.97356E+12,12,569,203
1661,8.36412E+12,45,300,874
1662,1.24326E+12,49,277,736
1663,9.54211E+12,51,811,289
1664,8.29447E+12,43,335,203
1665,9.58303E+12,75,411,617
1666,6.43188E+11,72,92,102
1667,3.75639E+12,88,977,734
1668,5.8537E+12,4,594,44
1669,6.05734E+12,41,850,205
1670,4.74455E+12,20,408,609
1671,3.05848E+12,70,233,982
1672,7.39337E+12,34,83,188
1673,5.76923E+12,63,476,352
1674,1.45916E+12,17,206,317
1675,6.59458E+12,59,743,867
1676,3.48475E+12,44,534,211
1677,5.42702E+12,28,125,28
1678,6.49772E+11,2,547,875
1679,5.06224E+12,73,627,742
1680,7.40667E+12,50,41,238
1681,8.50794E+12,99,180,754
1682,5.29204E+12,80,35,969
1683,8.43271E+12,53,172,840
1684,8.20559E+12,82,378,1
1685,1.53724E+12,7,731,690
1686,6.68257E+12,66,524,778
1687,7.3084E+11,66,213,180
1688,49115916288,26,815,108
1689,9.90136E+12,1,351,448
1690,3.79017E+12,72,504,572
1691,2.62797E+12,2,802,163
1692,7.23994E+12,2,549,153
1693,2.81796E+12,4,924,855
1694,5.50929E+12,35,333,848
1695,9.02291E+12,14,943,42
1696,1.26172E+12,23,5,836
1697,1.46555E+12,73,543,413
1698,1.71057E+11,53,530,737
1699,7.64424E+12,63,969,818
1700,8.48326E+12,52,299,645
1701,9.37894E+12,46,575,50
1702,6.31931E+12,35,70,235
1703,9.39566E+12,59,29,48
1704,9.22552E+12,38,276,17
1705,6.88721E+12,42,42,636
1706,6.3274E+12,22,572,808
